user_id,movie_id,rating
20,6478,1
98,133575,5
76,12,3
74,127585,2
85,2293,4
76,4922,4
43,10135,5
41,115,1
35,10163,3
74,146203,4
33,18074,5
18,149,4
23,85350,5
60,38428,1
46,355629,5
1,72331,5
55,117,5
43,45153,5
81,251471,3
89,9895,4
43,12763,5
39,1360,4
52,10269,2
84,2133,3
93,137955,3
17,9593,5
14,11453,3
83,70436,4
89,13856,5
41,43884,1
79,24100,2
36,10625,4
49,10431,2
95,11545,2
92,172391,1
36,146238,4
100,1781,4
7,10741,5
1,195589,3
24,671,5
59,6415,5
29,66025,3
52,9703,5
69,17768,3
7,134374,2
37,1844,5
49,217708,3
87,328425,4
85,16300,4
22,11093,4
85,11863,3
2,4584,2
15,11509,3
7,9689,3
51,62214,2
15,14191,2
73,3083,2
33,578,2
10,187,3
90,8272,5
100,9783,5
97,49538,3
73,266034,3
51,10992,2
51,46989,4
51,9362,1
46,19153,1
2,17795,1
22,9286,4
11,1587,1
22,10611,5
71,11257,5
16,62177,5
71,9709,2
16,227783,4
87,4806,3
62,10152,5
1,152742,2
76,79,3
11,42033,4
2,9100,5
55,9495,2
68,10077,1
4,12142,1
50,46146,4
18,9372,5
87,1913,1
44,6073,3
82,58595,1
40,6933,4
24,13260,4
31,544,4
31,13537,5
53,54054,4
75,12589,1
51,34584,3
92,3179,4
30,95755,4
34,244114,2
95,146227,5
81,19495,4
69,8944,2
21,879,3
97,13132,2
93,138103,3
78,23618,4
93,9459,3
67,2577,1
52,8292,5
80,16222,5
37,10642,5
62,28029,3
60,6978,4
78,1903,5
63,10281,5
58,22102,4
86,39013,4
43,794,2
2,11446,2
15,45612,5
30,19995,4
42,239897,4
36,819,4
60,13898,3
22,14034,4
71,9685,3
63,62835,5
68,14576,3
49,350,2
58,9469,1
60,27573,1
39,10678,1
73,10625,2
27,42807,4
92,43546,4
68,22051,5
82,9271,3
36,11072,2
68,29193,5
42,10147,3
68,45324,4
27,157847,4
20,72213,1
88,2289,3
82,11778,2
40,1734,2
34,15037,3
72,41513,2
6,6538,1
77,10533,4
82,371690,2
66,34697,5
16,45658,1
59,76996,3
98,39781,2
54,10929,4
89,9452,2
3,24113,5
14,10984,3
19,14191,2
99,188207,5
28,13363,5
3,57158,3
77,74643,3
100,71864,2
54,12150,4
38,99826,5
27,201,5
70,17043,2
12,78394,5
88,1911,5
34,75900,3
34,15648,4
52,9466,3
97,10238,1
67,36351,4
66,34106,2
36,9526,3
45,20504,4
47,14435,2
57,644,4
3,11588,4
85,9034,2
70,26428,4
27,16642,4
69,9982,2
79,10622,5
29,62215,2
78,14538,3
11,59917,1
66,78705,5
98,1282,3
24,66607,1
40,36419,3
71,31163,1
38,31668,2
13,33542,2
62,292481,5
85,38570,5
77,8872,1
91,250124,4
76,170,4
47,22805,3
50,280391,5
21,72213,2
9,320,4
96,11091,3
70,29463,1
45,8643,1
17,37137,3
90,11240,1
2,40932,1
50,68722,4
43,11096,5
79,199933,2
49,182873,3
92,10739,1
1,10710,1
39,18900,1
82,75656,2
51,29963,4
4,8095,3
89,77174,2
66,330,5
14,37495,1
98,138976,2
88,10065,2
82,54580,5
72,4011,4
48,49517,1
21,163,4
16,27023,3
47,71688,5
81,342521,1
88,2636,1
9,70,4
78,11033,3
49,72766,5
76,19898,2
91,31668,3
40,12509,1
52,12610,1
8,10550,2
9,360339,2
99,1250,3
21,21014,5
58,77866,1
34,157386,3
38,15028,1
34,15648,3
96,27022,4
18,7341,3
57,78307,3
37,80271,1
60,4348,1
91,290595,3
67,12096,3
34,4551,5
5,4170,2
48,44944,5
86,8355,2
3,329440,3
47,77459,4
80,9023,1
97,13600,4
7,9837,4
95,1389,3
2,33217,4
7,2253,5
16,14474,1
65,13374,2
43,12877,2
75,300168,2
21,10410,2
14,40963,1
29,22971,3
47,671,4
80,48034,2
97,184315,5
19,55604,5
17,1808,1
58,1885,1
8,1734,4
95,251321,1
79,64328,3
1,354110,5
4,783,3
36,279,4
82,9437,3
87,1544,4
57,11615,4
80,14869,3
14,9707,1
6,56491,3
95,16340,1
27,320146,1
67,2135,2
66,598,4
92,58233,2
85,40658,1
49,10743,4
30,37834,1
51,2493,3
56,11446,5
20,1930,2
37,13156,3
28,11456,2
33,12437,5
82,694,5
44,40494,3
83,534,5
6,321697,4
56,584,4
93,679,3
68,89492,4
2,26791,2
28,1427,2
38,24664,5
75,30309,3
32,222899,5
51,40805,3
89,14283,3
41,426067,4
48,4349,3
97,22970,5
87,431,2
14,792,3
32,11637,1
32,38322,1
35,19908,4
92,905,5
7,7347,1
7,14757,4
9,11237,1
28,1116,2
45,9870,1
80,1687,2
64,9366,5
58,13490,1
16,45272,3
90,244316,2
93,9659,3
29,10782,1
45,302579,4
7,819,5
69,1832,2
48,80215,5
58,33196,2
56,10765,5
87,16781,5
27,10047,3
12,89492,5
29,215211,2
52,8065,1
35,270487,1
100,9285,1
39,4935,4
45,59,2
37,146,4
95,138697,1
68,157058,5
74,42684,2
62,381902,5
22,134,2
48,205,2
89,34941,1
69,252680,2
38,590,3
1,389,3
72,400,1
45,10013,2
66,47607,5
81,38970,1
26,9306,1
94,94072,1
6,9032,2
60,9644,5
25,49519,2
84,11697,3
22,29514,4
56,26665,2
72,380,3
99,150540,4
27,43942,3
4,9837,4
68,694,4
72,227975,2
69,854,3
60,168705,5
89,25462,4
25,16871,1
60,304357,5
65,26389,4
86,11287,4
84,57158,5
13,50014,3
98,31535,2
65,23631,3
66,9912,1
69,87502,5
56,61012,2
72,17734,4
63,582,4
18,10208,4
64,292539,4
38,429,4
22,10317,3
9,128,5
73,8870,1
27,9573,3
42,73532,1
44,18238,5
2,21309,1
60,153795,5
23,13515,4
26,8374,4
43,166424,1
30,37495,1
8,10696,3
69,134,5
100,222936,3
59,1933,3
43,17820,3
76,44264,5
32,78149,3
73,11635,1
84,189711,2
38,39514,1
36,22267,5
64,20483,4
84,23069,5
62,28029,5
81,218,3
90,193603,1
30,48382,2
79,125052,5
4,1250,1
99,307081,4
26,38757,4
52,18074,3
98,8869,1
91,55721,3
64,6615,4
61,17287,5
46,6972,3
26,287815,2
54,54138,1
48,13460,3
70,16471,1
8,40794,3
11,20653,2
52,293644,3
62,77883,3
18,36819,4
68,11592,3
91,14057,4
28,82682,4
73,29426,1
21,14576,1
83,10674,1
59,10528,1
60,12901,1
78,11467,3
1,9620,3
67,10592,5
67,292483,4
47,45767,5
20,2018,1
8,6615,1
82,13785,5
35,79694,5
51,38358,2
65,6435,4
75,333348,3
78,11184,2
95,8871,3
66,245916,4
42,158015,1
80,10096,2
42,8960,3
4,29339,1
87,68924,4
87,380733,2
